Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
LEXUS,IS 350 AWD,COMPACT,3.5,6.0,AS6,Z,12.6,9.2,11.1,25.0,258.0
BMW,X6 XDRIVE40I,SUV - STANDARD,3.0,6.0,AS8,Z,11.7,9.1,10.5,27.0,245.0
PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3.8,6.0,AM7,Z,13.1,9.4,11.4,25.0,268.0
LINCOLN,MKZ,MID-SIZE,2.0,4.0,AS6,X,10.5,7.0,8.9,32.0,210.0
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6.0,AS6,X,12.5,9.3,11.1,25.0,260.0
MITSUBISHI,MIRAGE G4,COMPACT,1.2,3.0,M5,X,7.2,5.9,6.6,43.0,155.0
GMC,YUKON 4WD,SUV - STANDARD,6.2,8.0,A10,Z,16.4,10.7,13.8,20.0,325.0
CHEVROLET,TRAX,SUV - SMALL,1.4,4.0,M6,X,9.4,6.9,8.3,34.0,194.0
NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6.0,AV7,X,11.0,8.2,9.8,29.0,225.0
BMW,M240I CABRIOLET,SUBCOMPACT,3.0,6.0,AS8,Z,11.2,7.8,9.7,29.0,227.0
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,15.0,10.7,13.1,22.0,307.0
KIA,SEDONA SX,MINIVAN,3.3,6.0,AS6,X,12.9,9.5,11.4,25.0,269.0
SUBARU,WRX,COMPACT,2.0,4.0,AV8,Z,12.5,9.5,11.2,25.0,254.0
BMW,X4 XDRIVE30I,SUV - SMALL,2.0,4.0,AS8,Z,10.8,8.0,9.6,29.0,223.0
BUICK,ENCORE AWD (SIDI WITH STOP/START),SUV - SMALL,1.4,4.0,AS6,X,9.4,7.9,8.8,32.0,205.0
MINI,COOPER PACEMAN,COMPACT,1.6,4.0,M6,Z,8.6,6.8,7.8,36.0,179.0
LINCOLN,MKX AWD,SUV - SMALL,3.7,6.0,AS6,X,14.3,10.3,12.5,23.0,293.0
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,3.6,6.0,A8,X,13.4,9.6,11.7,24.0,273.0
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8.0,A6,X,16.8,11.3,14.4,20.0,337.0
HYUNDAI,SANTA FE AWD,SUV - SMALL,2.0,4.0,AS8,X,12.3,9.8,11.2,25.0,262.0
MITSUBISHI,LANCER,COMPACT,2.4,4.0,M5,X,10.5,7.8,9.3,30.0,218.0
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4.0,A6,X,11.5,8.2,10.0,28.0,235.0
MITSUBISHI,MIRAGE,COMPACT,1.2,3.0,AV,X,6.4,5.5,6.0,47.0,141.0
INFINITI,QX70 AWD,SUV - SMALL,5.0,8.0,AS7,Z,16.6,11.9,14.5,19.0,334.0
MERCEDES-BENZ,AMG GLA 45,SUV - SMALL,2.0,4.0,AS7,Z,10.3,8.1,9.3,30.0,216.0
VOLVO,XC60 3.2 AWD,SUV - SMALL,3.2,6.0,AS6,X,13.1,9.5,11.5,25.0,264.0
INFINITI,Q50,MID-SIZE,3.7,6.0,AS7,Z,12.0,8.1,10.3,27.0,237.0
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6.0,AS8,X,11.8,8.7,10.3,27.0,243.0
BMW,ALPINA B6 XDRIVE GRAN COUPE,COMPACT,4.4,8.0,AS8,Z,14.7,9.7,12.5,23.0,292.0
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4.0,AV7,Z,8.5,7.2,7.9,36.0,186.0
INFINITI,Q60 AWD RED SPORT,SUBCOMPACT,3.0,6.0,AS7,Z,12.5,9.2,11.0,26.0,259.0
KIA,SEDONA,MINIVAN,3.3,6.0,AS6,X,13.2,9.7,11.6,24.0,267.0
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4.0,AS10,X,11.8,8.2,10.2,28.0,238.0
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,3.6,6.0,A6,X,13.6,9.9,11.9,24.0,279.0
TOYOTA,COROLLA LE ECO (2-MODE),MID-SIZE,1.8,4.0,AV,X,8.0,6.3,7.2,39.0,168.0
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6.0,AM7,Z,11.6,8.3,10.1,28.0,232.0
PORSCHE,911 GT3RS,TWO-SEATER,4.0,6.0,AM7,Z,16.3,11.8,14.3,20.0,334.0
BUICK,ENCORE AWD,SUV - SMALL,1.4,4.0,AS6,X,9.9,7.8,8.9,32.0,210.0
VOLKSWAGEN,GOLF,COMPACT,1.8,4.0,AS6,X,9.6,7.2,8.5,33.0,199.0
PORSCHE,BOXSTER GTS,TWO-SEATER,2.5,4.0,AM7,Z,11.8,9.2,10.6,27.0,249.0
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.8,6.0,M7,Z,13.4,9.3,11.6,24.0,267.0
LEXUS,ES 300H,MID-SIZE,2.5,4.0,AS6,X,5.5,5.2,5.3,53.0,124.0
JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,2.4,4.0,A9,X,12.1,9.4,10.9,26.0,255.0
FORD,MUSTANG,SUBCOMPACT,2.3,4.0,AS10,X,11.2,7.3,9.4,30.0,221.0
LAND ROVER,RANGE ROVER SUPERCHARGED LWB,SUV - STANDARD,5.0,8.0,AS8,E,25.0,16.9,21.4,13.0,342.0
CHEVROLET,IMPALA,FULL-SIZE,2.5,4.0,AS6,X,11.3,7.5,9.6,29.0,221.0
MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8.0,AS8,Z,16.0,10.8,13.7,21.0,321.0
CHEVROLET,MALIBU,MID-SIZE,1.5,4.0,A6,X,8.8,6.5,7.8,36.0,181.0
DODGE,CHALLENGER,MID-SIZE,5.7,8.0,M6,X,15.6,10.0,13.1,22.0,307.0
BUICK,REGAL,MID-SIZE,2.0,4.0,AS9,Z,10.3,7.4,9.0,31.0,211.0
AUDI,A8,MID-SIZE,4.0,8.0,AS8,Z,13.7,8.3,11.3,25.0,265.0
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6.0,A6,E,19.3,14.4,17.1,17.0,284.0
SUBARU,FORESTER AWD,SUV - SMALL,2.0,4.0,AV8,Z,10.2,8.6,9.5,30.0,223.0
BMW,M5 COMPETITION,MID-SIZE,4.4,8.0,AS8,Z,16.0,11.0,13.8,20.0,322.0
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,E,21.1,15.0,18.4,15.0,306.0
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.0,6.0,M7,Z,12.1,8.4,10.4,27.0,243.0
MERCEDES-BENZ,GL 550 4MATIC,SUV - STANDARD,4.7,8.0,AS7,Z,17.5,13.2,15.6,18.0,359.0
VOLKSWAGEN,BEETLE,COMPACT,2.0,4.0,M6,Z,10.8,7.6,9.4,30.0,216.0
VOLKSWAGEN,JETTA TDI (MODIFIED),COMPACT,2.0,4.0,A6,D,8.1,6.4,7.4,38.0,198.0
INFINITI,Q50 AWD,MID-SIZE,3.0,6.0,AS7,Z,12.3,8.5,10.6,27.0,249.0
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,14.6,10.3,12.7,22.0,292.0
LAND ROVER,LR4,SUV - STANDARD,3.0,6.0,AS8,Z,16.2,12.1,14.3,20.0,329.0
SUBARU,LEGACY AWD,MID-SIZE,2.5,4.0,AV6,X,9.0,6.5,7.9,36.0,185.0
LINCOLN,NAVIGATOR 4X4 FFV,SUV - STANDARD,5.4,8.0,A6,X,18.2,13.3,16.0,18.0,368.0
PORSCHE,911 CARRERA 4,MINICOMPACT,3.0,6.0,M7,Z,12.1,8.3,10.4,27.0,242.0
CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6.0,A6,X,14.3,9.9,12.3,23.0,283.0
FORD,FOCUS FFV,COMPACT,2.0,4.0,M5,X,9.5,7.0,8.3,34.0,195.0
GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8.0,A6,E,20.8,14.5,18.0,16.0,299.0
AUDI,Q3 QUATTRO,COMPACT,2.0,4.0,AS6,Z,11.9,8.4,10.3,27.0,241.0
CADILLAC,CTS-V SEDAN,MID-SIZE,6.2,8.0,AS6,Z,19.7,12.9,16.6,17.0,382.0
CHEVROLET,SPARK,SUBCOMPACT,1.2,4.0,AV,X,7.7,6.0,6.9,41.0,159.0
BUICK,REGAL AWD,MID-SIZE,3.6,6.0,AS9,X,12.4,8.7,10.7,26.0,251.0
LAMBORGHINI,AVENTADOR S ROADSTER,TWO-SEATER,6.5,12.0,AM7,Z,24.2,14.5,19.8,14.0,464.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6.0,AS6,E,17.6,13.8,15.9,18.0,265.0
MAZDA,CX-5 DIESEL 4WD,SUV - SMALL,2.2,4.0,AS6,D,8.9,7.9,8.4,34.0,227.0
CADILLAC,CTS VSPORT,MID-SIZE,3.6,6.0,AS8,Z,15.1,9.9,12.7,22.0,292.0
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4.0,A6,Z,8.7,6.6,7.8,36.0,179.0
AUDI,R8 SPYDER,TWO-SEATER,5.2,10.0,AM7,Z,16.5,11.2,14.1,20.0,330.0
CADILLAC,SRX,SUV - STANDARD,3.6,6.0,AS6,X,14.3,9.8,12.3,23.0,283.0
CHEVROLET,CAMARO,COMPACT,3.6,6.0,AS8,X,12.3,8.5,10.6,27.0,248.0
BUICK,VERANO,COMPACT,2.0,4.0,M6,Z,11.6,7.6,9.8,29.0,230.0
FORD,F-150 4X4 (LT TIRE PKG),PICKUP TRUCK - STANDARD,5.0,8.0,AS10,X,14.7,11.8,13.8,20.0,324.0
NISSAN,MICRA,COMPACT,1.6,4.0,A4,X,8.8,6.6,7.8,36.0,184.0
FIAT,500 CABRIO,MINICOMPACT,1.4,4.0,M5,X,7.9,6.3,7.2,39.0,168.0
VOLKSWAGEN,ROUTAN,MINIVAN,3.6,6.0,A6,X,14.2,9.5,12.1,23.0,278.0
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,4.8,8.0,A6,X,21.3,14.3,18.1,16.0,416.0
BMW,650I XDRIVE CABRIOLET,SUBCOMPACT,4.4,8.0,AS8,Z,14.3,9.3,12.1,23.0,283.0
MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3.0,6.0,A9,Z,11.8,8.7,10.4,27.0,246.0
DODGE,AVENGER FFV,MID-SIZE,3.6,6.0,A6,E,17.0,11.2,14.4,20.0,230.0
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8.0,A6,E,20.5,14.0,17.6,16.0,288.0
NISSAN,SENTRA,MID-SIZE,1.8,4.0,M6,X,8.8,6.6,7.8,36.0,183.0
CHEVROLET,EQUINOX AWD,SUV - SMALL,1.6,4.0,A6,D,8.5,6.1,7.4,38.0,199.0
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6.0,A6,X,15.7,12.0,14.1,20.0,331.0
JEEP,NEW WRANGLER UNLIMITED 4X4,SUV - SMALL,2.0,4.0,A8,X,10.9,10.0,10.5,27.0,245.0
FORD,F-150 (LT TIRE PKG),PICKUP TRUCK - STANDARD,3.5,6.0,AS10,X,13.6,10.7,12.3,23.0,288.0
FORD,SHELBY GT350 MUSTANG,SUBCOMPACT,5.2,8.0,M6,Z,16.9,11.0,14.2,20.0,334.0
VOLVO,S60 T5 AWD,COMPACT,2.0,4.0,AS8,X,11.0,8.1,9.7,29.0,226.0
HYUNDAI,SONATA,FULL-SIZE,2.0,4.0,AS8,X,10.4,7.4,9.1,31.0,212.0
HYUNDAI,ACCENT,COMPACT,1.6,4.0,M6,X,7.8,6.1,7.0,40.0,168.0
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8.0,A6,E,20.2,13.6,17.2,16.0,275.0
BMW,Z4 SDRIVE28I,TWO-SEATER,2.0,4.0,AS8,Z,10.7,7.1,9.1,31.0,209.0
FORD,F-150 (PAYLOAD PKG),PICKUP TRUCK - STANDARD,5.0,8.0,AS10,X,14.7,11.8,13.8,20.0,324.0
CHEVROLET,IMPALA,FULL-SIZE,3.6,6.0,AS6,E,17.0,11.5,14.5,19.0,232.0
PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.0,8.0,AS8,Z,15.6,12.4,14.1,20.0,329.0
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4.0,M6,X,10.8,8.5,9.8,29.0,225.0
FORD,ESCAPE,SUV - SMALL,2.0,4.0,AS6,X,10.9,8.0,9.6,29.0,221.0
GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8.0,A8,Z,16.1,11.4,14.0,20.0,322.0
AUDI,A6 QUATTRO,MID-SIZE,3.0,6.0,AS8,Z,11.5,8.2,10.0,28.0,238.0
BMW,M235I,SUBCOMPACT,3.0,6.0,M6,Z,11.9,8.6,10.4,27.0,245.0
MINI,COOPER COUNTRYMAN,COMPACT,1.6,4.0,M6,Z,8.4,6.4,7.5,38.0,172.0
HYUNDAI,VELOSTER,COMPACT,1.6,4.0,M6,X,9.0,6.7,8.0,35.0,184.0
JEEP,RENEGADE,SUV - SMALL,1.4,4.0,M6,X,9.9,7.5,8.8,32.0,202.0
RAM,1500 HFE ETORQUE,PICKUP TRUCK - STANDARD,3.6,6.0,A8,X,11.6,9.0,10.4,27.0,246.0
MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,4.7,8.0,AS7,Z,13.3,8.9,11.4,25.0,262.0
LEXUS,LC 500,SUBCOMPACT,5.0,8.0,AS10,Z,14.7,9.2,12.2,23.0,286.0
FORD,FUSION,MID-SIZE,1.6,4.0,M6,X,9.4,6.4,8.1,35.0,186.0
MERCEDES-BENZ,GL 63 AMG,SUV - STANDARD,5.5,8.0,AS7,Z,17.7,13.4,15.8,18.0,363.0
SCION,TC,COMPACT,2.5,4.0,M6,X,10.2,7.6,9.0,31.0,207.0
FORD,FUSION,MID-SIZE,1.5,4.0,AS6,X,9.9,6.5,8.4,34.0,193.0
ACURA,TLX,COMPACT,2.4,4.0,AM8,Z,9.6,6.6,8.3,34.0,196.0
FORD,FOCUS FFV,COMPACT,2.0,4.0,AS6,E,11.7,8.5,10.3,27.0,165.0
LEXUS,ES 350,MID-SIZE,3.5,6.0,AS6,X,11.3,7.6,9.6,29.0,221.0
SUBARU,ASCENT AWD,SUV - STANDARD,2.4,4.0,AV8,X,11.6,9.0,10.4,27.0,244.0
INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6.0,AS7,Z,13.6,9.3,11.7,24.0,269.0
LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12.0,AM7,Z,24.0,14.5,19.7,14.0,453.0
AUDI,A8 TDI (MODIFIED),MID-SIZE,3.0,6.0,AS8,D,9.8,6.5,8.4,34.0,224.0
MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8.0,AS7,Z,13.7,9.3,11.7,24.0,269.0
VOLVO,S60 AWD,COMPACT,2.5,5.0,AS6,X,11.6,8.3,10.1,28.0,232.0
ACURA,ILX,COMPACT,2.0,4.0,AS5,Z,9.7,6.7,8.3,34.0,191.0
PORSCHE,911 SPEEDSTER,TWO-SEATER,4.0,6.0,M6,Z,17.4,12.4,15.1,19.0,350.0
MERCEDES-BENZ,GLE 550 4MATIC,SUV - STANDARD,4.7,8.0,AS7,Z,16.2,11.8,14.2,20.0,335.0
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6.0,A6,E,20.2,15.2,18.0,16.0,296.0
FORD,F-150 4X4 (PAYLOAD PKG),PICKUP TRUCK - STANDARD,2.7,6.0,AS10,X,13.1,9.8,11.6,24.0,272.0
HYUNDAI,ACCENT,COMPACT,1.6,4.0,M6,X,8.7,6.3,7.6,37.0,175.0
LEXUS,GX 460,SUV - STANDARD,4.6,8.0,AS6,Z,16.0,12.9,14.6,19.0,341.0
FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6.0,AS10,X,11.9,9.0,10.6,27.0,249.0
AUDI,S5,SUBCOMPACT,3.0,6.0,AS8,Z,11.8,8.9,10.5,27.0,245.0
MERCEDES-BENZ,S 560 4MATIC SWB,MID-SIZE,4.0,8.0,A9,Z,13.1,8.8,11.2,25.0,261.0
PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6.0,AM7,Z,12.7,9.9,11.4,25.0,267.0
BUICK,VERANO,COMPACT,2.4,4.0,AS6,X,11.3,7.4,9.5,30.0,218.0
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6.0,A6,Z,12.4,8.8,10.8,26.0,248.0
FORD,ESCAPE,SUV - SMALL,1.6,4.0,AS6,X,10.1,7.4,8.9,32.0,208.0
JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,5.7,8.0,A8,X,16.7,10.9,14.1,20.0,331.0
SUBARU,WRX STI AWD,COMPACT,2.5,4.0,M6,Z,14.3,10.8,12.7,22.0,297.0
PORSCHE,PANAMERA 4S,FULL-SIZE,3.0,6.0,AM7,Z,13.4,8.8,11.4,25.0,267.0
KIA,FORTE 5,FULL-SIZE,1.6,4.0,A6,X,11.1,8.0,9.7,29.0,223.0
BMW,640I XDRIVE GRAN COUPE,COMPACT,3.0,6.0,AS8,Z,12.1,8.1,10.3,27.0,237.0
KIA,SORENTO,SUV - SMALL,2.0,4.0,AS6,X,11.7,8.6,10.3,27.0,245.0
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4.0,A6,E,16.3,11.6,14.2,20.0,227.0
MAZDA,CX-5 (CYLINDER DEACTIVATION),SUV - SMALL,2.5,4.0,AS6,X,9.3,7.6,8.5,33.0,201.0
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8.0,A6,X,15.1,10.4,13.0,22.0,304.0
LEXUS,LS 460 AWD,MID-SIZE,4.6,8.0,AS8,Z,15.1,10.3,12.9,22.0,303.0
MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3.0,6.0,AS7,Z,12.0,8.5,10.4,27.0,239.0
DODGE,VIPER SRT COUPE,TWO-SEATER,8.4,10.0,M6,Z,19.4,11.3,15.8,18.0,363.0
HONDA,ACCORD,FULL-SIZE,1.5,4.0,AV7,X,8.2,6.8,7.6,37.0,177.0
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4.0,A6,X,11.5,8.3,10.1,28.0,237.0
MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3.0,AS6,Z,8.5,6.3,7.5,38.0,172.0
VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4.0,M6,X,11.1,7.8,9.6,29.0,225.0
LAMBORGHINI,GALLARDO COUPE,TWO-SEATER,5.2,10.0,A6,Z,18.0,12.8,15.7,18.0,361.0
CHEVROLET,EXPRESS 2500 PASSENGER FFV,VAN - PASSENGER,6.0,8.0,A6,E,30.3,20.5,25.9,11.0,414.0
CHRYSLER,300 FFV,FULL-SIZE,3.6,6.0,A8,E,16.8,10.3,13.9,20.0,229.0
BUICK,ENCORE SPORT TOURING,SUV - SMALL,1.4,4.0,AS6,X,8.5,6.9,7.8,36.0,182.0
MERCEDES-BENZ,S 560 4MATIC SWB,MID-SIZE,4.0,8.0,A9,Z,13.5,8.6,11.3,25.0,265.0
NISSAN,ROGUE,SUV - SMALL,2.5,4.0,AV,X,9.1,7.1,8.2,34.0,194.0
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12.0,AS8,Z,20.4,13.1,17.1,17.0,400.0
BENTLEY,FLYING SPUR,MID-SIZE,4.0,8.0,AS8,Z,17.0,9.9,13.8,20.0,321.0
FORD,EDGE AWD,SUV - SMALL,2.0,4.0,AS6,X,11.8,8.4,10.3,27.0,237.0
TOYOTA,RAV4,SUV - SMALL,2.5,4.0,AS8,X,8.8,6.8,7.9,36.0,184.0
FIAT,500X AWD,SUV - SMALL,1.3,4.0,A9,X,10.0,7.9,9.1,31.0,213.0
AUDI,S5 CABRIOLET,SUBCOMPACT,3.0,6.0,A7,Z,13.3,9.5,11.6,24.0,267.0
LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2.0,4.0,AS9,Z,11.3,7.9,9.7,29.0,229.0
BMW,M850I XDRIVE GRAN COUPE,MID-SIZE,4.4,8.0,AS8,Z,14.5,9.9,12.4,23.0,290.0
AUDI,TTS COUPE,SUBCOMPACT,2.0,4.0,AM7,Z,10.4,8.2,9.4,30.0,220.0
LINCOLN,CONTINENTAL AWD,FULL-SIZE,2.7,6.0,AS6,X,14.0,9.5,12.0,24.0,281.0
BMW,440I COUPE,COMPACT,3.0,6.0,AS8,Z,9.2,6.2,7.8,36.0,183.0
HONDA,CIVIC HATCHBACK SPORT,FULL-SIZE,1.5,4.0,M6,Z,8.0,6.2,7.2,39.0,167.0
VOLVO,V90 CC T5 AWD,STATION WAGON - MID-SIZE,2.0,4.0,AS8,Z,10.4,7.7,9.2,31.0,214.0
HONDA,HR-V,SUV - SMALL,1.8,4.0,M6,X,9.3,7.0,8.3,34.0,193.0
AUDI,RS 3,SUBCOMPACT,2.5,5.0,AM7,Z,12.4,8.3,10.5,27.0,248.0
BMW,X6 XDRIVE50I,SUV - STANDARD,4.4,8.0,AS8,Z,15.7,11.4,13.8,20.0,322.0
FORD,EDGE,SUV - SMALL,3.5,6.0,AS6,X,12.6,8.7,10.8,26.0,248.0
KIA,K900,FULL-SIZE,5.0,8.0,AS8,Z,15.7,10.3,13.3,21.0,306.0
AUDI,Q5,SUV - SMALL,2.0,4.0,AS7,Z,10.4,8.6,9.6,29.0,226.0
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6.0,AS6,X,13.9,9.8,12.1,23.0,283.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8.0,AS10,E,20.2,14.0,17.4,16.0,288.0
KIA,OPTIMA,FULL-SIZE,1.6,4.0,AM7,X,8.4,6.1,7.4,38.0,175.0
KIA,SOUL,STATION WAGON - SMALL,2.0,4.0,AV,X,8.6,7.1,7.9,36.0,188.0
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4.0,A6,X,8.7,6.9,7.9,36.0,182.0
JEEP,COMPASS,SUV - SMALL,2.4,4.0,A6,X,11.1,8.3,9.8,29.0,225.0
BMW,340I XDRIVE,COMPACT,3.0,6.0,M6,Z,12.2,8.4,10.5,27.0,245.0
KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4.0,A6,X,10.5,7.5,9.2,31.0,212.0
MERCEDES-BENZ,GLE 550 4MATIC,SUV - STANDARD,4.7,8.0,A9,Z,15.2,11.4,13.5,21.0,317.0
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4.0,A6,E,15.6,10.8,13.4,21.0,214.0
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3.0,AS6,Z,8.8,6.8,7.9,36.0,184.0
ROLLS-ROYCE,DAWN,COMPACT,6.6,12.0,AS8,Z,20.4,13.1,17.1,17.0,400.0
JEEP,RENEGADE,SUV - SMALL,1.3,4.0,A9,X,9.8,7.4,8.7,32.0,204.0
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6.0,AS6,X,13.0,9.1,11.3,25.0,260.0
LINCOLN,NAVIGATOR 4X4,SUV - STANDARD,3.5,6.0,AS6,X,15.9,12.0,14.2,20.0,333.0
BMW,435I COUPE,COMPACT,3.0,6.0,AS8,Z,11.4,7.4,9.6,29.0,221.0
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4.0,AV6,X,8.5,6.4,7.6,37.0,175.0
BENTLEY,FLYING SPUR,MID-SIZE,4.0,8.0,AS8,Z,18.8,10.7,15.1,19.0,353.0
MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4.0,M6,Z,9.1,6.7,8.0,35.0,184.0
VOLVO,XC90 T6 AWD,SUV - STANDARD,2.0,4.0,AS8,Z,11.5,8.8,10.3,27.0,240.0
VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2.5,5.0,AS6,X,11.6,8.2,10.1,28.0,233.0
RAM,1500 DIESEL,PICKUP TRUCK - STANDARD,3.0,6.0,A8,D,11.6,8.4,10.2,28.0,275.0
AUDI,S5,SUBCOMPACT,3.0,6.0,AM7,Z,13.0,8.5,11.0,26.0,253.0
BMW,ACTIVEHYBRID 5,MID-SIZE,3.0,6.0,A8,Z,10.5,7.9,9.3,30.0,214.0
FORD,MUSTANG,SUBCOMPACT,5.0,8.0,A6,X,13.3,9.3,11.5,25.0,264.0
FORD,EXPLORER AWD,SUV - STANDARD,3.5,6.0,AS6,X,15.2,10.9,13.2,21.0,311.0
AUDI,S5 CABRIOLET QUATTRO,SUBCOMPACT,3.0,6.0,AM7,Z,13.3,9.1,11.4,25.0,266.0
PORSCHE,911 CARRERA GTS,MINICOMPACT,3.0,6.0,M7,Z,13.0,8.9,11.2,25.0,260.0
CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8.0,A8,Z,16.1,11.7,14.1,20.0,331.0
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6.0,A5,X,15.8,11.5,13.9,20.0,326.0
CHRYSLER,300 (MDS),FULL-SIZE,5.7,8.0,A8,X,14.8,9.3,12.3,23.0,289.0
LAND ROVER,RANGE ROVER VELAR P380,SUV - SMALL,3.0,6.0,AS8,Z,13.0,10.0,11.6,24.0,273.0
BMW,M4 CABRIOLET,SUBCOMPACT,3.0,6.0,AM7,Z,14.1,9.6,12.1,23.0,283.0
BMW,M4 CABRIOLET,SUBCOMPACT,3.0,6.0,M6,Z,14.1,9.0,11.8,24.0,271.0
CHEVROLET,EQUINOX,SUV - SMALL,3.6,6.0,A6,X,14.1,9.7,12.1,23.0,285.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6.0,A6,X,14.0,10.6,12.5,23.0,293.0
HYUNDAI,ELANTRA GT,FULL-SIZE,1.6,4.0,M6,X,10.7,8.1,9.6,29.0,226.0
VOLKSWAGEN,GOLF WAGON TDI (MODIFIED),STATION WAGON - SMALL,2.0,4.0,A6,D,8.1,6.4,7.4,38.0,198.0
FIAT,500 CABRIO,MINICOMPACT,1.4,4.0,M5,X,7.9,6.3,7.2,39.0,166.0
BMW,M3,COMPACT,3.0,6.0,AM7,Z,14.1,9.7,12.1,23.0,284.0
AUDI,S5,SUBCOMPACT,3.0,6.0,AM8,Z,11.5,8.0,9.9,29.0,232.0
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8.0,AS6,X,17.7,13.6,15.9,18.0,371.0
BMW,328I XDRIVE,COMPACT,2.0,4.0,A8,Z,10.6,7.2,9.1,31.0,209.0
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4.0,M6,Z,8.6,6.8,7.8,36.0,179.0
ASTON MARTIN,VANQUISH,MINICOMPACT,6.0,12.0,A8,Z,17.5,11.4,14.7,19.0,346.0
HYUNDAI,SONATA HYBRID LIMITED,MID-SIZE,2.4,4.0,AS6,X,6.6,5.9,6.3,45.0,145.0
MAZDA,MAZDA3 4-DOOR (I-ELOOP),COMPACT,2.5,4.0,AS6,X,8.2,5.9,7.2,39.0,169.0
FORD,F-150 FFV (PAYLOAD PKG),PICKUP TRUCK - STANDARD,5.0,8.0,AS6,X,16.8,11.8,14.5,19.0,341.0
